dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1632877200,2021-09-29 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.47,,16.51,19.64,19.06,20.15,1016,,,83,1.44,274,,,,,,99,804,Clouds,overcast clouds,04n
1632880800,2021-09-29 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.6,,15.41,17.69,15.99,19.9,1016,,,87,0.85,256,,,,,,97,804,Clouds,overcast clouds,04n
1632884400,2021-09-29 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.09,,16.07,18.25,14.18,18.88,1017,,,88,0.85,276,,,,,,99,804,Clouds,overcast clouds,04n
1632888000,2021-09-29 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.9,,15.25,17,15.89,18.32,1018,,,90,0.92,267,,,,,,99,804,Clouds,overcast clouds,04n
1632891600,2021-09-29 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.65,,14.19,15.65,15.46,17.77,1018,,,91,0.82,261,,,,,,98,804,Clouds,overcast clouds,04n
1632895200,2021-09-29 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.33,,14.04,15.32,14.06,17.09,1017,,,92,0.63,246,,,,,,89,804,Clouds,overcast clouds,04n
1632898800,2021-09-29 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.03,,13.74,14.99,13.53,16.66,1017,,,92,0.91,247,,,,,,91,804,Clouds,overcast clouds,04n
1632902400,2021-09-29 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.91,,12.63,13.76,12.17,16.1,1017,,,92,0.91,240,,,,,,100,804,Clouds,overcast clouds,04n
1632906000,2021-09-29 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,12.66,,11.88,12.46,10.95,15.55,1017,,,95,1.31,235,,,,,,100,804,Clouds,overcast clouds,04n
1632909600,2021-09-29 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.83,,13.2,13.78,13.79,15.55,1017,,,96,1.53,227,,,,,,100,804,Clouds,overcast clouds,04n
1632913200,2021-09-29 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.83,,13.2,13.78,13.79,14.99,1017,,,96,1.3,234,,,,,,100,804,Clouds,overcast clouds,04n
1632916800,2021-09-29 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,12.45,,11.83,12.26,10.59,14.43,1018,,,96,1.15,234,,,,,,100,804,Clouds,overcast clouds,04n
1632920400,2021-09-29 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,12.59,,11.97,12.41,10.65,14.99,1019,,,96,1.15,235,,,,,,100,804,Clouds,overcast clouds,04d
1632924000,2021-09-29 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.93,,14.93,16.98,13.79,17.91,1019,,,88,0.74,235,,,,,,99,804,Clouds,overcast clouds,04d
1632927600,2021-09-29 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.63,,14.52,17.59,16.74,18.88,1019,,,82,0.32,45,,,,,,59,803,Clouds,broken clouds,04d
1632931200,2021-09-29 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.02,,15.64,18.12,16.96,21.1,1018,,,86,0.85,48,,,,,,36,802,Clouds,scattered clouds,03d
1632934800,2021-09-29 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.08,,15.09,20.05,18.18,20.55,1017,,,73,0.73,70,,,,,,28,802,Clouds,scattered clouds,03d
1632938400,2021-09-29 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.34,,15.92,22.38,21.44,23.47,1016,,,67,0.73,79,,,,,,36,802,Clouds,scattered clouds,03d
1632942000,2021-09-29 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.18,,16,22.23,21.18,23.32,1014,,,68,0.92,61,,,,,,24,801,Clouds,few clouds,02d
1632945600,2021-09-29 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,23.41,,16.46,23.5,20.18,24.99,1013,,,65,1.13,34,,,,,,26,802,Clouds,scattered clouds,03d
1632949200,2021-09-29 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,24.01,,17.74,24.24,17.18,24.43,1012,,,68,1.95,37,,,,,,49,802,Clouds,scattered clouds,03d
1632952800,2021-09-29 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.78,,16.57,22.89,16.18,22.89,1010,,,68,1.47,49,,4,,,,41,501,Rain,moderate rain,10d
1632956400,2021-09-29 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.4,,13.12,19.15,17.18,19.9,1012,,,67,1.33,286,,,,,,79,803,Clouds,broken clouds,04d
1632960000,2021-09-30 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.45,,16.08,20.54,18.79,21.78,1014,,,76,1.21,175,,2,,,,92,501,Rain,moderate rain,10d
1632963600,2021-09-30 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.93,,14.24,17.84,17.18,18.32,1015,,,79,1.78,207,,4,,,,92,501,Rain,moderate rain,10n
1632967200,2021-09-30 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.89,,13.8,16.78,15.85,18.16,1016,,,82,1.34,208,,2,,,,93,501,Rain,moderate rain,10n
1632970800,2021-09-30 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.71,,13.62,16.58,16.18,16.89,1017,,,82,0.88,236,,,,,,92,804,Clouds,overcast clouds,04n
1632974400,2021-09-30 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.08,,14.54,17.06,15.73,18.41,1017,,,85,1.08,233,,,,,,100,804,Clouds,overcast clouds,04n
1632978000,2021-09-30 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.88,,14.07,15.85,14.5,17.34,1018,,,89,1.31,221,,1,,,,100,500,Rain,light rain,10n
1632981600,2021-09-30 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.14,,13.68,15.09,13.82,16.67,1018,,,91,1.25,237,,,,,,100,804,Clouds,overcast clouds,04n
1632985200,2021-09-30 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.99,,13.87,14.97,13.68,16.57,1017,,,93,1.3,231,,,,,,100,804,Clouds,overcast clouds,04n
1632988800,2021-09-30 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.17,,13.22,14.1,13.07,16.57,1016,,,94,1.4,231,,,,,,100,804,Clouds,overcast clouds,04n
1632992400,2021-09-30 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.28,,12.34,13.12,12.13,16.57,1016,,,94,1.3,237,,,,,,100,804,Clouds,overcast clouds,04n
1632996000,2021-09-30 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,11.91,,11.29,11.66,10.07,16.57,1018,,,96,1.34,224,,,,,,100,804,Clouds,overcast clouds,04n
1632999600,2021-09-30 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.87,,15.39,16.05,9.18,16.57,1017,,,97,1.14,234,,,,,,100,804,Clouds,overcast clouds,04n
1633003200,2021-09-30 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.01,,13.22,13.95,10.18,14.43,1017,,,95,1.34,230,,3,,,,100,501,Rain,moderate rain,10n
1633006800,2021-09-30 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.83,,12.88,13.72,13.79,14.99,1018,,,94,1.42,229,,,,,,100,804,Clouds,overcast clouds,04d
1633010400,2021-09-30 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.98,,13.01,14.83,13.79,16.41,1018,,,88,1.04,229,,,,,,100,804,Clouds,overcast clouds,04d
1633014000,2021-09-30 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.95,,14.31,15.95,14.18,16.66,1019,,,90,0.15,71,,,,,,88,804,Clouds,overcast clouds,04d
1633017600,2021-09-30 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.77,,14.85,17.77,17.68,18.32,1018,,,83,1.1,61,,,,,,90,804,Clouds,overcast clouds,04d
1633021200,2021-09-30 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.39,,14.78,21.31,19.99,22.5,1018,,,66,1.39,58,,,,,,83,803,Clouds,broken clouds,04d
1633024800,2021-09-30 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.95,,13.65,20.75,20.46,26.18,1016,,,63,1.39,66,,,,,,53,803,Clouds,broken clouds,04d
1633028400,2021-09-30 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.3,,14.42,22.18,21.1,26.18,1014,,,61,1.6,61,,,,,,58,803,Clouds,broken clouds,04d
1633032000,2021-09-30 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.14,,14.77,22.05,18.18,22.89,1013,,,63,1.37,95,,1,,,,80,500,Rain,light rain,10d
1633035600,2021-09-30 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.86,,14.26,21.72,16.18,22.21,1014,,,62,1.49,169,,4,,,,100,501,Rain,moderate rain,10d
1633039200,2021-09-30 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.71,,17.5,21.95,21.1,21.89,1012,,,77,1.55,160,,,,,,97,804,Clouds,overcast clouds,04d
1633042800,2021-09-30 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.13,,15.01,19.11,17.89,21.1,1015,,,77,0.98,124,,,,,,100,804,Clouds,overcast clouds,04d
1633046400,2021-10-01 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.83,,13.93,16.74,15.89,18.32,1017,,,83,0.58,235,,,,,,100,804,Clouds,overcast clouds,04d
1633050000,2021-10-01 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.67,,12.62,16.4,15.18,17.77,1017,,,77,0.8,238,,,,,,100,804,Clouds,overcast clouds,04n
1633053600,2021-10-01 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.27,,13.93,16.2,14.18,17.77,1018,,,86,0.96,81,,,,,,100,804,Clouds,overcast clouds,04n
1633057200,2021-10-01 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.11,,14.12,16.07,13.18,17.21,1019,,,88,0.7,111,,1,,,,100,500,Rain,light rain,10n
1633060800,2021-10-01 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.95,,13.97,15.9,13.18,16.66,1019,,,88,0.83,175,,,,,,100,804,Clouds,overcast clouds,04n
1633064400,2021-10-01 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.95,,14.14,15.92,14.18,16.66,1019,,,89,1.12,213,,,,,,100,804,Clouds,overcast clouds,04n
1633068000,2021-10-01 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,14.33,15.8,14.18,16.1,1019,,,91,1.34,193,,,,,,100,804,Clouds,overcast clouds,04n
1633071600,2021-10-01 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,14.33,15.8,14.18,16.1,1019,,,91,1.26,190,,,,,,100,804,Clouds,overcast clouds,04n
1633075200,2021-10-01 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.24,,13.78,15.2,14.18,16.1,1018,,,91,1.18,198,,,,,,99,804,Clouds,overcast clouds,04n
1633078800,2021-10-01 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.48,,13.69,14.46,13.79,16.1,1018,,,95,1.36,192,,,,,,100,804,Clouds,overcast clouds,04n
1633082400,2021-10-01 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.33,,13.54,14.3,13.18,15.55,1018,,,95,1.01,202,,,,,,99,804,Clouds,overcast clouds,04n
1633086000,2021-10-01 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.17,,13.38,14.12,12.18,14.99,1018,,,95,1.09,212,,,,,,98,804,Clouds,overcast clouds,04n
1633089600,2021-10-01 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.01,,12.9,13.89,12.18,14.43,1018,,,93,0.83,214,,,,,,44,802,Clouds,scattered clouds,03n
1633093200,2021-10-01 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.17,,12.89,14.04,12.18,14.99,1019,,,92,1.12,212,,,,,,71,803,Clouds,broken clouds,04d
1633096800,2021-10-01 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.64,,12.68,14.46,13.79,16.66,1019,,,88,1.57,202,,,,,,97,804,Clouds,overcast clouds,04d
1633100400,2021-10-01 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.18,,14.08,17.09,16.57,18.32,1019,,,82,1.53,188,,,,,,97,804,Clouds,overcast clouds,04d
1633104000,2021-10-01 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.17,,14.84,19.13,18.18,19.99,1018,,,76,1.38,186,,,,,,97,804,Clouds,overcast clouds,04d
1633107600,2021-10-01 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.1,,13.29,20.86,19.18,21.89,1017,,,61,0.72,151,,,,,,84,803,Clouds,broken clouds,04d
1633111200,2021-10-01 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.93,,13.97,22.77,21.18,23.32,1017,,,57,0.79,96,,,,,,85,804,Clouds,overcast clouds,04d
1633114800,2021-10-01 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.62,,13.41,22.4,21.18,22.89,1015,,,56,1.07,74,,,,,,89,804,Clouds,overcast clouds,04d
1633118400,2021-10-01 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.29,,14.66,22.19,21.89,22.68,1013,,,62,2.43,63,,5,,,,99,502,Rain,heavy intensity rain,10d
1633122000,2021-10-01 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.24,,14.87,22.16,20.18,23.87,1015,,,63,1.6,196,,4,,,,99,501,Rain,moderate rain,10d
1633125600,2021-10-01 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.22,,14.91,18.21,16.89,20.18,1016,,,81,1.24,315,,2,,,,100,501,Rain,moderate rain,10d
1633129200,2021-10-01 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.71,,13.81,16.6,15.18,16.89,1016,,,83,0.89,299,,1,,,,98,500,Rain,light rain,10d
1633132800,2021-10-02 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.71,,14.18,16.66,15.18,16.89,1017,,,85,0.96,349,,,,,,96,804,Clouds,overcast clouds,04d
1633136400,2021-10-02 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.95,,13.79,15.87,15.18,16.66,1017,,,87,1.32,320,,,,,,99,804,Clouds,overcast clouds,04n
1633140000,2021-10-02 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.4,,13.25,15.27,14.89,16.66,1018,,,87,0.43,281,,1,,,,98,500,Rain,light rain,10n
1633143600,2021-10-02 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.4,,12.89,15.22,14.89,16.66,1019,,,85,0.21,145,,,,,,96,804,Clouds,overcast clouds,04n
1633147200,2021-10-02 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.4,,13.42,15.29,14.18,16.66,1020,,,88,0.75,186,,,,,,99,804,Clouds,overcast clouds,04n
1633150800,2021-10-02 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.24,,12.92,15.07,13.18,16.1,1020,,,86,1,212,,,,,,100,804,Clouds,overcast clouds,04n
1633154400,2021-10-02 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,14.45,15.15,12.18,15.55,1020,,,96,0.96,234,,,,,,100,804,Clouds,overcast clouds,04n
1633158000,2021-10-02 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,14.92,15.23,12.18,15.55,1020,,,99,0.94,231,,,,,,100,804,Clouds,overcast clouds,04n
1633161600,2021-10-02 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.17,,14.02,14.23,12.18,14.99,1019,,,99,0.98,229,,,,,,100,804,Clouds,overcast clouds,04n
1633165200,2021-10-02 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.17,,13.86,14.2,12.18,14.99,1019,,,98,1.24,234,,,,,,100,804,Clouds,overcast clouds,04n
1633168800,2021-10-02 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.01,,13.54,14,12.18,14.43,1019,,,97,1.5,240,,,,,,100,804,Clouds,overcast clouds,04n
1633172400,2021-10-02 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.01,,13.54,14,12.18,14.43,1019,,,97,1.4,242,,,,,,100,804,Clouds,overcast clouds,04n
1633176000,2021-10-02 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.01,,13.54,14,11.18,14.43,1020,,,97,1.47,236,,,,,,100,804,Clouds,overcast clouds,04n
1633179600,2021-10-02 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.76,,14.13,14.8,12.18,14.9,1020,,,96,1.41,233,,,,,,100,804,Clouds,overcast clouds,04d
1633183200,2021-10-02 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,15.47,15.98,13.18,16.1,1021,,,98,1.14,234,,,,,,100,804,Clouds,overcast clouds,04d
1633186800,2021-10-02 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.69,,15.37,18.73,14.18,18.89,1021,,,81,0.34,273,,,,,,98,804,Clouds,overcast clouds,04d
1633190400,2021-10-02 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.6,,14.63,19.52,18.18,19.9,1020,,,73,0.81,23,,,,,,92,804,Clouds,overcast clouds,04d
1633194000,2021-10-02 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.08,,13.77,19.89,19.89,22.18,1019,,,67,0.75,45,,,,,,83,803,Clouds,broken clouds,04d
1633197600,2021-10-02 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.67,,14.1,20.52,20.46,25.18,1017,,,66,0.83,67,,,,,,45,802,Clouds,scattered clouds,03d
1633201200,2021-10-02 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.73,,14.14,21.58,21.57,27.18,1016,,,62,0.79,89,,,,,,50,802,Clouds,scattered clouds,03d
1633204800,2021-10-02 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.78,,14.09,22.63,22.68,29.18,1014,,,58,0.89,47,,,,,,69,803,Clouds,broken clouds,04d
1633208400,2021-10-02 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.78,,13.83,22.6,22.68,24.18,1013,,,57,1.06,56,,,,,,98,804,Clouds,overcast clouds,04d
1633212000,2021-10-02 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.78,,13.28,22.55,21.18,22.89,1011,,,55,1.35,49,,,,,,65,803,Clouds,broken clouds,04d
1633215600,2021-10-02 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.73,,13.63,21.53,20.18,21.89,1013,,,60,1.77,60,,,,,,86,804,Clouds,overcast clouds,04d
1633219200,2021-10-03 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.67,,14.79,20.59,18.18,20.89,1014,,,69,0.86,18,,,,,,80,803,Clouds,broken clouds,04d
1633222800,2021-10-03 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.89,,14.7,19.81,16.18,19.9,1016,,,72,1.86,354,,,,,,84,803,Clouds,broken clouds,04n
1633226400,2021-10-03 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.85,,14.33,18.75,16.18,18.89,1017,,,75,1.32,343,,,,,,82,803,Clouds,broken clouds,04n
1633230000,2021-10-03 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.69,,15.37,18.73,15.18,18.89,1019,,,81,1.62,346,,,,,,68,803,Clouds,broken clouds,04n
1633233600,2021-10-03 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.78,,15.04,17.81,15.18,17.89,1019,,,84,1.43,342,,,,,,81,803,Clouds,broken clouds,04n
1633237200,2021-10-03 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.02,,15.02,17.08,15.18,17.77,1020,,,88,1.18,346,,,,,,99,804,Clouds,overcast clouds,04n
1633240800,2021-10-03 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.89,,13.44,14.81,14.89,15.18,1020,,,91,1.29,355,,,,,,93,804,Clouds,overcast clouds,04n
1633244400,2021-10-03 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.89,,13.77,14.86,14.89,15.18,1020,,,93,1.06,356,,,,,,100,804,Clouds,overcast clouds,04n
1633248000,2021-10-03 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.24,,14.28,15.27,14.89,16.1,1020,,,94,1.23,359,,,,,,99,804,Clouds,overcast clouds,04n
1633251600,2021-10-03 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.76,,14.29,14.82,14.18,14.9,1019,,,97,0.99,6,,,,,,100,804,Clouds,overcast clouds,04n
1633255200,2021-10-03 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.76,,14.76,14.9,14.18,14.9,1018,,,100,1.19,335,,,,,,92,804,Clouds,overcast clouds,04n
1633258800,2021-10-03 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.92,,14.76,15.05,14.18,14.99,1018,,,99,1.27,343,,,,,,94,804,Clouds,overcast clouds,04n
1633262400,2021-10-03 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.92,,14.61,15.03,14.18,14.99,1019,,,98,0.83,340,,,,,,100,804,Clouds,overcast clouds,04n
1633266000,2021-10-03 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.92,,14.61,15.03,13.18,14.99,1020,,,98,1.33,8,,,,,,100,804,Clouds,overcast clouds,04d
1633269600,2021-10-03 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.63,,14.83,15.73,14.18,15.89,1021,,,95,1.39,17,,,,,,65,803,Clouds,broken clouds,04d
1633273200,2021-10-03 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.95,,13.79,15.87,15.46,17.18,1021,,,87,1.23,32,,,,,,85,804,Clouds,overcast clouds,04d
1633276800,2021-10-03 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.57,,14.84,17.58,16.57,18.89,1020,,,84,1.51,44,,,,,,93,804,Clouds,overcast clouds,04d
1633280400,2021-10-03 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.69,,12.67,18.39,18.32,19.18,1018,,,68,1.91,45,,,,,,42,802,Clouds,scattered clouds,03d
1633284000,2021-10-03 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.08,,13.07,19.81,19.89,21.18,1017,,,64,2.32,47,,,,,,45,802,Clouds,scattered clouds,03d
1633287600,2021-10-03 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.86,,14.01,21.69,21.18,22.21,1016,,,61,2.96,45,,,,,,48,802,Clouds,scattered clouds,03d
1633291200,2021-10-03 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.78,,12.71,22.5,22.18,22.89,1014,,,53,3.69,50,,,,,,48,802,Clouds,scattered clouds,03d
1633294800,2021-10-03 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,23.09,,12.11,22.76,22.68,23.88,1013,,,50,2.87,38,,,,,,50,802,Clouds,scattered clouds,03d
1633298400,2021-10-03 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.29,,13.64,22.09,21.18,22.68,1012,,,58,2.94,22,,,,,,90,804,Clouds,overcast clouds,04d
1633302000,2021-10-03 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.71,,13.36,21.48,19.18,21.89,1013,,,59,2.73,7,,,,,,94,804,Clouds,overcast clouds,04d
1633305600,2021-10-04 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.14,,11.46,17.71,16.89,18.88,1015,,,65,2.69,8,,,,,,98,804,Clouds,overcast clouds,04d
1633309200,2021-10-04 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.02,,11.51,16.61,16.18,17.77,1016,,,70,3.02,23,,,,,,100,804,Clouds,overcast clouds,04n
1633312800,2021-10-04 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.78,,13.7,17.62,15.18,17.89,1018,,,77,2.19,19,,,,,,100,804,Clouds,overcast clouds,04n
1633316400,2021-10-04 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.14,,13.98,16.08,14.18,16.89,1019,,,87,1.67,6,,,,,,100,804,Clouds,overcast clouds,04n
1633320000,2021-10-04 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,13.98,15.75,15.18,16.1,1020,,,89,1.74,2,,,,,,100,804,Clouds,overcast clouds,04n
1633323600,2021-10-04 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.63,,14,15.6,13.18,15.89,1020,,,90,1.53,8,,,,,,100,804,Clouds,overcast clouds,04n
1633327200,2021-10-04 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,14.66,15.85,14.18,16.1,1020,,,93,1.57,15,,,,,,100,804,Clouds,overcast clouds,04n
1633330800,2021-10-04 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.63,,14.67,15.7,13.18,15.89,1019,,,94,1.17,342,,,,,,100,804,Clouds,overcast clouds,04n
1633334400,2021-10-04 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.47,,14.51,15.53,13.18,15.89,1019,,,94,1.31,335,,1,,,,100,500,Rain,light rain,10n
1633338000,2021-10-04 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.47,,14.51,15.53,14.18,15.89,1019,,,94,1.74,348,,1,,,,100,500,Rain,light rain,10n
1633341600,2021-10-04 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.63,,14.83,15.73,14.18,15.89,1018,,,95,1.55,346,,1,,,,100,500,Rain,light rain,10n
1633345200,2021-10-04 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,14.45,15.15,14.18,15.55,1019,,,96,1.75,352,,2,,,,100,501,Rain,moderate rain,10n
1633348800,2021-10-04 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.92,,13.96,14.92,14.18,14.99,1020,,,94,1.27,344,,2,,,,71,501,Rain,moderate rain,10n
